,distance (m),,,
3.5474,0.042546,0.074203,0.074778,0.082948
3.5487,0.047172,0.075667,0.073332,0.08031
3.5499,0.043678,0.077128,0.078176,0.080858
3.5512,0.04474,0.069684,0.078885,0.085927
3.5525,0.048411,0.075528,0.081754,0.079572
3.5537,0.042485,0.07706,0.077475,0.085143
3.555,0.047193,0.069759,0.076985,0.079398
3.5563,0.044552,0.072082,0.069524,0.080237
3.5575,0.04381,0.075695,0.079227,0.077359
3.5588,0.043616,0.072659,0.079956,0.078003
3.5601,0.04096,0.064711,0.083697,0.079422
3.5613,0.043777,0.07149,0.072239,0.076574
3.5626,0.043595,0.078354,0.090527,0.076009
3.5638,0.047353,0.072419,0.072496,0.081053
3.5651,0.044706,0.076746,0.079552,0.080508
3.5664,0.04639,0.075438,0.080703,0.076775
3.5676,0.04621,0.07684,0.081046,0.078642
3.5689,0.042054,0.075786,0.081245,0.075977
3.5702,0.04739,0.073806,0.082904,0.078225
3.5714,0.046121,0.077116,0.081118,0.074945
3.5727,0.046358,0.070694,0.077829,0.07859
3.574,0.04077,0.076664,0.082558,0.085699
3.5752,0.041629,0.077706,0.077447,0.081192
3.5765,0.043852,0.076607,0.076735,0.085211
3.5777,0.041427,0.074135,0.074704,0.082289
3.579,0.040711,0.071074,0.076889,0.084942
3.5803,0.04173,0.074458,0.079476,0.083747
3.5815,0.040653,0.076105,0.076043,0.077642
3.5828,0.043013,0.072378,0.079758,0.087763
3.5841,0.042611,0.074476,0.084645,0.080204
3.5853,0.040573,0.077485,0.078233,0.075669
3.5866,0.044223,0.073673,0.076747,0.078609
3.5879,0.040105,0.069084,0.075545,0.081528
3.5891,0.044438,0.071518,0.077882,0.082607
3.5904,0.041347,0.073004,0.080592,0.075446
3.5917,0.045298,0.07752,0.07517,0.079237
3.5929,0.042067,0.070331,0.075355,0.08199
3.5942,0.041181,0.074187,0.07929,0.082259
3.5954,0.0443,0.071698,0.073409,0.075801
3.5967,0.046331,0.069526,0.073611,0.082284
3.598,0.045221,0.072418,0.078227,0.084179
3.5992,0.042026,0.075099,0.075533,0.078349
3.6005,0.047689,0.071457,0.0765,0.083193
3.6018,0.046632,0.073493,0.074766,0.077185
3.603,0.044893,0.07314,0.073458,0.077381
3.6043,0.047991,0.072234,0.073347,0.080086
3.6056,0.048683,0.070821,0.073968,0.082685
3.6068,0.049055,0.072455,0.068809,0.082025
3.6081,0.055844,0.067379,0.067942,0.080354
3.6094,0.045187,0.073979,0.072449,0.083631
3.6106,0.048691,0.068657,0.075852,0.073569
3.6119,0.04699,0.06462,0.071975,0.076355
3.6131,0.051885,0.073387,0.07241,0.084757
3.6144,0.049722,0.06138,0.07415,0.078302
3.6157,0.047799,0.065656,0.070366,0.07381
3.6169,0.041354,0.072061,0.077475,0.080378
3.6182,0.041784,0.073744,0.076612,0.080579
3.6195,0.038134,0.064679,0.07507,0.078089
3.6207,0.046811,0.074124,0.07311,0.076749
3.622,0.039381,0.067692,0.065052,0.078556
3.6233,0.051309,0.065787,0.073343,0.075652
3.6245,0.044412,0.068664,0.073242,0.074063
3.6258,0.045424,0.067946,0.077009,0.083804
3.6271,0.049622,0.071024,0.080166,0.074563
3.6283,0.041269,0.066287,0.071286,0.081633
3.6296,0.046349,0.072565,0.075767,0.079396
3.6308,0.044223,0.070566,0.075596,0.07896
3.6321,0.043897,0.068493,0.076768,0.072204
3.6334,0.044454,0.064211,0.079381,0.077216
3.6346,0.048638,0.069468,0.077198,0.077634
3.6359,0.042867,0.075121,0.075481,0.079595
3.6372,0.048063,0.072637,0.078296,0.075234
3.6384,0.040445,0.064678,0.081023,0.074694
3.6397,0.045167,0.071145,0.076682,0.0747
3.641,0.044786,0.071812,0.073233,0.075547
3.6422,0.043066,0.072387,0.072288,0.073244
3.6435,0.044415,0.068398,0.079043,0.080265
3.6448,0.040231,0.066218,0.076092,0.081161
3.646,0.048521,0.070407,0.071359,0.069735
3.6473,0.046982,0.068237,0.07383,0.078029
3.6485,0.038097,0.070509,0.074321,0.07237
3.6498,0.043449,0.069638,0.069723,0.075877
3.6511,0.04217,0.066778,0.080623,0.079697
3.6523,0.0371,0.075058,0.077265,0.076497
3.6536,0.03695,0.073367,0.073517,0.077238
3.6549,0.040921,0.068288,0.080115,0.079324
3.6561,0.040287,0.070221,0.069306,0.075318
3.6574,0.0437,0.07985,0.068554,0.077934
3.6587,0.037532,0.072959,0.074124,0.072996
3.6599,0.042688,0.063241,0.072295,0.079459
3.6612,0.040796,0.069465,0.069809,0.076369
3.6625,0.042568,0.070769,0.078778,0.079825
3.6637,0.045917,0.068707,0.075542,0.074949
3.665,0.043914,0.070991,0.074227,0.07126
3.6662,0.039358,0.07494,0.074411,0.077121
3.6675,0.044525,0.069303,0.071526,0.079248
3.6688,0.039575,0.068426,0.079799,0.071463
3.67,0.04339,0.067455,0.077671,0.078872
3.6713,0.044357,0.069421,0.07385,0.070606
3.6726,0.043175,0.069407,0.072396,0.076781
3.6738,0.043961,0.073853,0.07345,0.07663
3.6751,0.043536,0.068035,0.075887,0.075982
3.6764,0.044039,0.068477,0.074754,0.07131
3.6776,0.037561,0.076672,0.069848,0.073062
3.6789,0.041504,0.074061,0.071977,0.077296
3.6802,0.038149,0.069248,0.074233,0.071377
3.6814,0.038862,0.073534,0.072265,0.078784
3.6827,0.04049,0.071135,0.076746,0.075209
3.6839,0.045508,0.06571,0.076277,0.075708
3.6852,0.041734,0.069688,0.076334,0.076584
3.6865,0.036967,0.066851,0.07513,0.072177
3.6877,0.045471,0.074836,0.073472,0.075119
3.689,0.043415,0.075243,0.074932,0.07176
3.6903,0.043064,0.068486,0.072001,0.075769
3.6915,0.043671,0.066143,0.075771,0.079523
3.6928,0.038542,0.068271,0.073371,0.074386
3.6941,0.042565,0.074488,0.072024,0.081916
3.6953,0.039788,0.071861,0.072731,0.074763
3.6966,0.041267,0.073974,0.069664,0.080985
3.6979,0.044292,0.07311,0.069316,0.076981
3.6991,0.042119,0.063538,0.076151,0.073986
3.7004,0.036446,0.071406,0.071848,0.081427
3.7016,0.042372,0.072514,0.06926,0.076343
3.7029,0.040794,0.071724,0.074682,0.083996
3.7042,0.044416,0.070509,0.066555,0.074469
3.7054,0.040342,0.065625,0.073037,0.079122
3.7067,0.042256,0.065194,0.070241,0.084669
3.708,0.036162,0.07077,0.071056,0.078393
3.7092,0.039677,0.073201,0.071768,0.074041
3.7105,0.044358,0.066533,0.074661,0.078885
3.7118,0.040231,0.067936,0.074801,0.078881
3.713,0.041546,0.069,0.072599,0.073022
3.7143,0.044721,0.06595,0.069782,0.077034
3.7155,0.043493,0.071034,0.068936,0.079231
3.7168,0.044163,0.065354,0.069636,0.078297
3.7181,0.039375,0.06954,0.070969,0.073483
3.7193,0.048332,0.0715,0.072435,0.069235
3.7206,0.039791,0.072172,0.066507,0.074338
3.7219,0.040821,0.072253,0.070557,0.081735
3.7231,0.043295,0.066465,0.06664,0.076777
3.7244,0.041415,0.072118,0.072287,0.077127
3.7257,0.038659,0.073238,0.074555,0.075351
3.7269,0.040717,0.069191,0.07451,0.076354
3.7282,0.0393,0.075902,0.073294,0.078002
3.7295,0.040604,0.069241,0.069541,0.073905
3.7307,0.050706,0.069709,0.068339,0.079211
3.732,0.046414,0.071484,0.064421,0.070713
3.7332,0.043344,0.069556,0.07429,0.072626
3.7345,0.047675,0.072096,0.071296,0.079298
3.7358,0.038378,0.063953,0.072112,0.07464
3.737,0.044324,0.069086,0.069262,0.073534
3.7383,0.042349,0.068056,0.070846,0.073661
3.7396,0.046067,0.07257,0.073165,0.072716
3.7408,0.04155,0.071691,0.072357,0.073167
3.7421,0.046072,0.068407,0.073757,0.071956
3.7434,0.037267,0.071714,0.068434,0.076796
3.7446,0.041383,0.062703,0.067015,0.075536
3.7459,0.046104,0.062656,0.077579,0.070313
3.7472,0.04449,0.067804,0.076682,0.075395
3.7484,0.041319,0.066125,0.075684,0.068714
3.7497,0.037044,0.069359,0.075518,0.077051
3.7509,0.041615,0.067525,0.078898,0.071581
3.7522,0.047272,0.066393,0.072309,0.074567
3.7535,0.043861,0.062699,0.068808,0.071678
3.7547,0.035726,0.062995,0.069337,0.073121
3.756,0.043207,0.061347,0.078411,0.068393
3.7573,0.0375,0.072725,0.06587,0.068415
3.7585,0.039986,0.065118,0.074786,0.072332
3.7598,0.041283,0.065414,0.07776,0.070719
3.7611,0.043217,0.068616,0.073389,0.078704
3.7623,0.037416,0.061835,0.071277,0.079127
3.7636,0.041452,0.066052,0.077459,0.071161
3.7649,0.041137,0.059588,0.073568,0.074667
3.7661,0.045181,0.069379,0.069426,0.074319
3.7674,0.040165,0.067603,0.070077,0.071322
3.7686,0.035077,0.056148,0.071545,0.076093
3.7699,0.042373,0.056596,0.070667,0.065031
3.7712,0.040534,0.06381,0.071605,0.073017
3.7724,0.040037,0.06017,0.07253,0.072422
3.7737,0.036532,0.062309,0.071497,0.072274
3.775,0.038679,0.059906,0.068773,0.068448
3.7762,0.042824,0.063313,0.06846,0.077742
3.7775,0.040506,0.064422,0.065676,0.067018
3.7788,0.046263,0.062366,0.067995,0.071256
3.78,0.035484,0.070031,0.07253,0.068489
3.7813,0.039326,0.065129,0.063649,0.070691
3.7826,0.039085,0.059986,0.064709,0.073323
3.7838,0.038121,0.063744,0.069216,0.068729
3.7851,0.0446,0.060251,0.068571,0.071438
3.7863,0.036082,0.065945,0.06961,0.076633
3.7876,0.04192,0.062121,0.072998,0.068812
3.7889,0.037962,0.066693,0.068546,0.074441
3.7901,0.039261,0.06799,0.071715,0.075243
3.7914,0.035471,0.065961,0.067979,0.079986
3.7927,0.042836,0.063979,0.066393,0.070999
3.7939,0.037951,0.06919,0.062836,0.068511
3.7952,0.034514,0.067833,0.06995,0.068416
3.7965,0.040115,0.061785,0.071739,0.07193
3.7977,0.040957,0.061247,0.069443,0.063954
3.799,0.040779,0.072373,0.065804,0.078399
3.8003,0.034576,0.071293,0.068246,0.07131
3.8015,0.040715,0.06433,0.06647,0.072032
3.8028,0.038618,0.068259,0.065158,0.062324
3.804,0.042198,0.069661,0.06783,0.075499
3.8053,0.040075,0.061682,0.068002,0.07322
3.8066,0.050245,0.062717,0.065288,0.067693
3.8078,0.036658,0.065877,0.063464,0.074441
3.8091,0.040826,0.073022,0.069623,0.06462
3.8104,0.037206,0.067826,0.068485,0.075624
3.8116,0.039633,0.069045,0.066118,0.072396
3.8129,0.041445,0.067625,0.073274,0.068285
3.8142,0.042356,0.068369,0.070672,0.065775
3.8154,0.044556,0.063833,0.065909,0.068563
3.8167,0.03858,0.06399,0.06013,0.066308
3.818,0.037578,0.070633,0.069776,0.073614
3.8192,0.047582,0.067408,0.067044,0.072462
3.8205,0.034037,0.059041,0.064156,0.075592
3.8217,0.036995,0.068235,0.064714,0.080459
3.823,0.037987,0.064378,0.062632,0.070609
3.8243,0.039729,0.069778,0.069235,0.070717
3.8255,0.045713,0.063129,0.061112,0.070305
3.8268,0.040229,0.073899,0.064939,0.072242
3.8281,0.040447,0.063351,0.071177,0.07141
3.8293,0.036404,0.06832,0.067566,0.072243
3.8306,0.035797,0.071257,0.06612,0.072739
3.8319,0.037071,0.067396,0.065157,0.068208
3.8331,0.036935,0.066231,0.071102,0.072535
3.8344,0.036479,0.070222,0.071589,0.071067
3.8357,0.03841,0.06377,0.06389,0.069053
3.8369,0.038366,0.06894,0.068719,0.073689
3.8382,0.037953,0.06481,0.065676,0.066786
3.8394,0.03884,0.060848,0.073419,0.076336
3.8407,0.036803,0.067703,0.066671,0.069189
3.842,0.039366,0.067921,0.06707,0.071933
3.8432,0.039564,0.062878,0.063431,0.068849
3.8445,0.04011,0.069157,0.062966,0.075158
3.8458,0.043268,0.066756,0.067119,0.073159
3.847,0.040905,0.061395,0.066507,0.072755
3.8483,0.044744,0.061865,0.068307,0.075809
3.8496,0.042991,0.062542,0.074203,0.070863
3.8508,0.036312,0.061482,0.073931,0.071959
3.8521,0.039556,0.060457,0.070705,0.076933
3.8534,0.043474,0.067291,0.070029,0.0713
3.8546,0.037773,0.063198,0.064292,0.065362
3.8559,0.034755,0.061869,0.068156,0.069888
3.8571,0.036194,0.062155,0.069908,0.074951
3.8584,0.037657,0.062862,0.073131,0.073268
3.8597,0.034113,0.064895,0.068246,0.073181
3.8609,0.033562,0.058559,0.064165,0.069599
3.8622,0.040117,0.057412,0.071486,0.069908
3.8635,0.036254,0.061736,0.06641,0.073713
3.8647,0.038267,0.058604,0.067894,0.068335
3.866,0.033126,0.064594,0.066842,0.062604
3.8673,0.036915,0.063924,0.073986,0.073791
3.8685,0.03769,0.058259,0.069226,0.070394
3.8698,0.035849,0.061776,0.066506,0.067851
3.871,0.040244,0.060209,0.06831,0.066293
3.8723,0.038636,0.061141,0.065903,0.065131
3.8736,0.040687,0.056878,0.070787,0.061958
3.8748,0.035098,0.061548,0.072368,0.068802
3.8761,0.037126,0.06144,0.067327,0.069693
3.8774,0.039819,0.057976,0.070062,0.0745
3.8786,0.040515,0.059985,0.069348,0.067443
3.8799,0.03613,0.062609,0.07378,0.071275
3.8812,0.036787,0.058371,0.074715,0.063124
3.8824,0.038543,0.061225,0.06846,0.062485
3.8837,0.037577,0.064466,0.065527,0.072279
3.885,0.03822,0.05799,0.066669,0.066243
3.8862,0.037833,0.058645,0.073363,0.061663
3.8875,0.038888,0.061997,0.076969,0.067779
3.8887,0.036597,0.062866,0.076264,0.061094
3.89,0.045638,0.061452,0.069791,0.065648
3.8913,0.040495,0.062269,0.064078,0.07235
3.8925,0.036435,0.060166,0.069077,0.067766
3.8938,0.040264,0.064879,0.068758,0.072003
3.8951,0.040775,0.061697,0.060749,0.073058
3.8963,0.036968,0.06714,0.070542,0.07237
3.8976,0.038967,0.069937,0.068263,0.072202
3.8989,0.041467,0.060016,0.063877,0.070829
3.9001,0.045438,0.059226,0.062632,0.067929
3.9014,0.032531,0.05818,0.062533,0.069495
3.9027,0.036195,0.057864,0.059536,0.072741
3.9039,0.035493,0.066553,0.066068,0.072429
3.9052,0.031099,0.064515,0.059017,0.070875
3.9064,0.040159,0.06149,0.061056,0.070788
3.9077,0.037845,0.06513,0.064693,0.070966
3.909,0.037002,0.059686,0.063033,0.069877
3.9102,0.034953,0.063854,0.057867,0.071331
3.9115,0.042286,0.065523,0.058367,0.068469
3.9128,0.032549,0.05917,0.06444,0.071462
3.914,0.038029,0.063477,0.063253,0.07028
3.9153,0.036356,0.068617,0.060804,0.068437
3.9166,0.029039,0.060249,0.061786,0.069763
3.9178,0.039107,0.063438,0.060276,0.068926
3.9191,0.032156,0.062948,0.068906,0.067322
3.9204,0.03752,0.062696,0.0647,0.064411
3.9216,0.031894,0.068016,0.064811,0.066365
3.9229,0.03383,0.064063,0.057863,0.06716
3.9241,0.035944,0.063627,0.066305,0.064527
3.9254,0.042687,0.069704,0.059094,0.073183
3.9267,0.037049,0.060341,0.06545,0.066787
3.9279,0.032591,0.067296,0.069177,0.063675
3.9292,0.032997,0.063544,0.07073,0.06757
3.9305,0.036308,0.064825,0.071025,0.058678
3.9317,0.033951,0.061413,0.061225,0.06786
3.933,0.035454,0.067444,0.067856,0.064909
3.9343,0.034928,0.06237,0.065417,0.064227
3.9355,0.037707,0.065943,0.061536,0.060067
3.9368,0.035532,0.060804,0.06903,0.065943
3.9381,0.036129,0.059183,0.063766,0.06309
3.9393,0.036407,0.061382,0.063513,0.07004
3.9406,0.040223,0.063757,0.07026,0.067216
3.9418,0.036537,0.060545,0.067503,0.068011
3.9431,0.037508,0.060411,0.067849,0.073617
3.9444,0.03705,0.056119,0.06392,0.065549
3.9456,0.039549,0.064223,0.070947,0.057776
3.9469,0.039463,0.062539,0.070067,0.06425
3.9482,0.042164,0.061015,0.064496,0.067673
3.9494,0.040099,0.061051,0.062586,0.070861
3.9507,0.037648,0.065867,0.062991,0.066434
3.952,0.039097,0.063318,0.066889,0.066444
3.9532,0.03354,0.067106,0.062988,0.060647
3.9545,0.039303,0.065067,0.066047,0.070195
3.9558,0.038734,0.05973,0.065062,0.067809
3.957,0.04312,0.058163,0.061981,0.060781
3.9583,0.043408,0.061226,0.064793,0.068645
3.9595,0.041689,0.06226,0.059746,0.062073
3.9608,0.041217,0.059617,0.064644,0.073342
3.9621,0.036956,0.062617,0.071174,0.068885
3.9633,0.038672,0.062334,0.059148,0.068593
3.9646,0.032502,0.060529,0.063977,0.064718
3.9659,0.037063,0.057525,0.06369,0.072122
3.9671,0.039473,0.058841,0.067462,0.069409
3.9684,0.04119,0.05306,0.060886,0.067993
3.9697,0.035023,0.060658,0.065695,0.064804
3.9709,0.036295,0.063142,0.06596,0.068682
3.9722,0.038403,0.05948,0.060831,0.068975
3.9735,0.032935,0.069296,0.065189,0.076637
3.9747,0.045164,0.060892,0.061182,0.067443
3.976,0.042179,0.062088,0.055088,0.068988
3.9772,0.042509,0.058847,0.0693,0.066772
3.9785,0.03854,0.057862,0.062032,0.066027
3.9798,0.037359,0.058374,0.066213,0.070112
3.981,0.03742,0.056227,0.065871,0.070252
3.9823,0.042025,0.055286,0.061485,0.064312
3.9836,0.043234,0.062514,0.059833,0.066337
3.9848,0.039391,0.05524,0.059401,0.063761
3.9861,0.033385,0.063455,0.062169,0.058206
3.9874,0.035833,0.063982,0.065914,0.068388
3.9886,0.038552,0.058321,0.061897,0.066195
3.9899,0.03196,0.05643,0.065312,0.066275
3.9912,0.039089,0.058584,0.064691,0.071593
3.9924,0.032671,0.061393,0.071253,0.067466
3.9937,0.030285,0.057034,0.065561,0.065844
3.9949,0.035647,0.053628,0.063655,0.063121
3.9962,0.031774,0.055935,0.063713,0.06669
3.9975,0.029999,0.054161,0.066862,0.071689
3.9987,0.030451,0.053724,0.06007,0.064994
4,0.040943,0.059825,0.061147,0.066967
4.0013,0.033804,0.061507,0.063112,0.060872
4.0025,0.035537,0.060753,0.068252,0.059804
4.0038,0.03759,0.056948,0.068158,0.064215
4.0051,0.036628,0.056726,0.063236,0.063557
4.0063,0.037541,0.062568,0.066808,0.057687
4.0076,0.035366,0.059019,0.064507,0.061633
4.0088,0.035409,0.061904,0.059089,0.066331
4.0101,0.034867,0.05768,0.063251,0.061664
4.0114,0.033385,0.056705,0.056607,0.064045
4.0126,0.036272,0.058552,0.061171,0.064512
4.0139,0.03155,0.06141,0.055075,0.064625
4.0152,0.035415,0.060896,0.067239,0.061638
4.0164,0.033915,0.05597,0.058244,0.061583
4.0177,0.038708,0.062561,0.061347,0.067733
4.019,0.030852,0.064202,0.06052,0.07014
4.0202,0.036185,0.061361,0.067441,0.05976
4.0215,0.034311,0.060815,0.059588,0.063079
4.0228,0.033857,0.058066,0.060066,0.061813
4.024,0.037183,0.062848,0.059965,0.064168
4.0253,0.03457,0.060569,0.062058,0.066056
4.0265,0.039564,0.063395,0.065279,0.064757
4.0278,0.035866,0.059951,0.063809,0.062564
4.0291,0.038307,0.057603,0.061026,0.068704
4.0303,0.039813,0.061747,0.061008,0.061364
4.0316,0.036457,0.061618,0.058061,0.062566
4.0329,0.036336,0.060922,0.059549,0.063485
4.0341,0.038801,0.055783,0.066021,0.060665
4.0354,0.032834,0.057887,0.063242,0.06466
4.0367,0.03309,0.056347,0.057628,0.060789
4.0379,0.035484,0.053116,0.059727,0.061211
4.0392,0.043168,0.056004,0.059541,0.0628
4.0405,0.031232,0.054946,0.065176,0.067866
4.0417,0.041927,0.062194,0.060649,0.064706
4.043,0.037362,0.058612,0.05816,0.071344
4.0442,0.03967,0.063293,0.064189,0.06226
4.0455,0.035999,0.052624,0.0559,0.071089
4.0468,0.038429,0.057528,0.062561,0.06403
4.048,0.039361,0.058112,0.05752,0.066471
4.0493,0.034922,0.053235,0.061182,0.065673
4.0506,0.038691,0.056727,0.059377,0.06818
4.0518,0.034969,0.059261,0.057442,0.056342
4.0531,0.037252,0.052857,0.06881,0.063008
4.0544,0.041074,0.057533,0.05958,0.064211
4.0556,0.039223,0.063686,0.066278,0.065995
4.0569,0.036969,0.052576,0.061538,0.062761
4.0582,0.029762,0.056003,0.05677,0.062191
4.0594,0.033939,0.060338,0.066319,0.062234
4.0607,0.038947,0.061061,0.058382,0.063031
4.0619,0.039781,0.060363,0.067717,0.059754
4.0632,0.037974,0.054508,0.06644,0.064904
4.0645,0.037172,0.057355,0.059562,0.06257
4.0657,0.028547,0.056639,0.059106,0.060478
4.067,0.033344,0.059132,0.062571,0.058144
4.0683,0.03254,0.059625,0.058324,0.06525
4.0695,0.035329,0.058024,0.063374,0.061768
4.0708,0.040026,0.060201,0.066245,0.063481
4.0721,0.033217,0.061337,0.060679,0.066391
4.0733,0.035442,0.057384,0.060849,0.063303
4.0746,0.030402,0.056207,0.065065,0.071208
4.0759,0.039173,0.055563,0.060425,0.065652
4.0771,0.037052,0.059763,0.063245,0.059115
4.0784,0.039757,0.05933,0.065818,0.058935
4.0796,0.034846,0.056947,0.064101,0.059579
4.0809,0.032104,0.054614,0.06357,0.058663
4.0822,0.030429,0.05638,0.062923,0.058263
4.0834,0.036542,0.052867,0.062278,0.0616
4.0847,0.034329,0.060104,0.066299,0.064901
4.086,0.031702,0.059721,0.055127,0.060501
4.0872,0.036659,0.061485,0.054886,0.062494
4.0885,0.040778,0.055423,0.056966,0.062439
4.0898,0.030166,0.055641,0.062827,0.059915
4.091,0.037118,0.059398,0.056827,0.063243
4.0923,0.033734,0.057805,0.056583,0.056247
4.0936,0.034287,0.059893,0.061547,0.062156
4.0948,0.034897,0.057251,0.059939,0.061274
4.0961,0.037506,0.056154,0.062514,0.060424
4.0973,0.033491,0.058017,0.061314,0.067876
4.0986,0.03718,0.056218,0.06055,0.064154
4.0999,0.033329,0.051832,0.05714,0.061145
4.1011,0.033526,0.057299,0.057355,0.06331
4.1024,0.036018,0.052786,0.054535,0.065769
4.1037,0.029289,0.061773,0.057402,0.065887
4.1049,0.036772,0.054014,0.058164,0.060016
4.1062,0.032472,0.061622,0.061647,0.061286
4.1075,0.039889,0.055212,0.060191,0.061154
4.1087,0.033199,0.059551,0.057963,0.063849
4.11,0.034711,0.055986,0.057807,0.066294
4.1113,0.033549,0.055155,0.056066,0.063202
4.1125,0.036438,0.051786,0.05817,0.057435
4.1138,0.035474,0.059209,0.058507,0.06439
4.115,0.03277,0.057386,0.060199,0.061695
4.1163,0.036755,0.047972,0.062374,0.059128
4.1176,0.032949,0.053399,0.055686,0.064767
4.1188,0.031253,0.057372,0.052348,0.063927
4.1201,0.036612,0.05975,0.066752,0.063856
4.1214,0.031416,0.056759,0.054987,0.059254
4.1226,0.033111,0.057376,0.06157,0.064294
4.1239,0.034058,0.057556,0.060159,0.069094
4.1252,0.03457,0.06077,0.061505,0.05894
4.1264,0.038923,0.054602,0.060146,0.06336
4.1277,0.033887,0.058513,0.060874,0.06586
4.129,0.034172,0.058894,0.053567,0.063
4.1302,0.033574,0.060386,0.06478,0.06209
4.1315,0.030783,0.06592,0.063812,0.057319
4.1327,0.034024,0.054684,0.05865,0.066533
4.134,0.032144,0.060784,0.062637,0.062262
4.1353,0.036177,0.057958,0.064696,0.067348
4.1365,0.037058,0.053224,0.054799,0.062484
4.1378,0.033176,0.062805,0.060861,0.060872
4.1391,0.040501,0.05637,0.064806,0.062817
4.1403,0.033602,0.055529,0.059267,0.063899
4.1416,0.027545,0.05782,0.053484,0.055522
4.1429,0.031149,0.059857,0.062584,0.062705
4.1441,0.032807,0.059154,0.061334,0.066421
4.1454,0.032927,0.055014,0.06022,0.059443
4.1466,0.034027,0.0561,0.065573,0.058158
4.1479,0.0295,0.060029,0.056433,0.059841
4.1492,0.034952,0.053293,0.059282,0.059836
4.1504,0.034216,0.057046,0.057734,0.06123
4.1517,0.037331,0.055651,0.054673,0.063974
4.153,0.035644,0.058694,0.05736,0.06148
4.1542,0.03708,0.054695,0.061087,0.053599
4.1555,0.033421,0.056256,0.05504,0.060211
4.1568,0.03301,0.056574,0.05863,0.05562
4.158,0.038339,0.051609,0.056286,0.05401
4.1593,0.037171,0.052846,0.050711,0.060577
4.1606,0.033209,0.052996,0.060756,0.064456
4.1618,0.033613,0.052018,0.058135,0.060841
4.1631,0.03439,0.055236,0.050497,0.056268
4.1643,0.033199,0.048484,0.057362,0.056162
4.1656,0.035036,0.055012,0.059087,0.058626
4.1669,0.039378,0.058248,0.053454,0.056568
4.1681,0.034018,0.057842,0.060371,0.060693
4.1694,0.03351,0.056903,0.053736,0.055524
4.1707,0.035052,0.056241,0.060772,0.059481
4.1719,0.032871,0.049854,0.056193,0.057821
4.1732,0.037392,0.060139,0.058562,0.055882
4.1745,0.034645,0.05401,0.059967,0.062999
4.1757,0.032964,0.055908,0.056024,0.062449
4.177,0.039019,0.058727,0.059573,0.062753
4.1783,0.031996,0.058196,0.054972,0.05545
4.1795,0.033191,0.058038,0.058809,0.064106
4.1808,0.040923,0.06015,0.052518,0.061283
4.182,0.029033,0.054618,0.056566,0.058431
4.1833,0.038162,0.053954,0.064887,0.055475
4.1846,0.039764,0.050087,0.059991,0.057706
4.1858,0.033887,0.059365,0.053192,0.061798
4.1871,0.033653,0.056031,0.061358,0.059026
4.1884,0.035952,0.051359,0.060585,0.060576
4.1896,0.034068,0.055403,0.057133,0.060782
4.1909,0.031042,0.0524,0.064914,0.064115
4.1922,0.031694,0.058654,0.062262,0.061796
4.1934,0.029143,0.052568,0.059636,0.055934
4.1947,0.030335,0.057408,0.065246,0.061063
4.196,0.037452,0.055512,0.063774,0.052696
4.1972,0.029028,0.052053,0.054471,0.053975
4.1985,0.029276,0.049975,0.062354,0.059665
4.1997,0.030109,0.057475,0.062396,0.064049
4.201,0.034157,0.052149,0.062753,0.060855
4.2023,0.029513,0.051685,0.057827,0.057698
4.2035,0.033068,0.05235,0.060615,0.059038
4.2048,0.0345,0.048469,0.059053,0.061133
4.2061,0.030836,0.049752,0.052614,0.063329
4.2073,0.031925,0.049121,0.05887,0.057708
4.2086,0.034195,0.053033,0.06938,0.058984
4.2099,0.026917,0.049965,0.061262,0.065743
4.2111,0.034172,0.059602,0.058313,0.061579
4.2124,0.032896,0.05383,0.057156,0.060278
4.2137,0.032474,0.060927,0.055274,0.061629
4.2149,0.034083,0.05732,0.057808,0.060149
4.2162,0.030076,0.05642,0.052442,0.055798
4.2174,0.031247,0.054674,0.055421,0.060398
4.2187,0.03354,0.055268,0.05341,0.053488
4.22,0.029665,0.058456,0.058503,0.05781
4.2212,0.034334,0.06348,0.053717,0.054476
4.2225,0.035355,0.05384,0.053415,0.055562
4.2238,0.031678,0.054244,0.058969,0.056319
4.225,0.029601,0.051829,0.054315,0.055534
4.2263,0.030263,0.056831,0.052235,0.062247
4.2276,0.031882,0.056047,0.054299,0.058872
4.2288,0.031789,0.05838,0.052598,0.059376
4.2301,0.031329,0.053336,0.059498,0.064531
4.2314,0.030898,0.054976,0.056006,0.06218
4.2326,0.028476,0.05065,0.059871,0.059761
4.2339,0.034213,0.055252,0.055594,0.059628
4.2351,0.036602,0.052312,0.058502,0.056783
4.2364,0.034648,0.055095,0.051811,0.0569
4.2377,0.032843,0.054968,0.054273,0.061895
4.2389,0.031339,0.060976,0.05563,0.05775
4.2402,0.033303,0.053249,0.052051,0.054613
4.2415,0.03216,0.055358,0.056596,0.061377
4.2427,0.0308,0.05714,0.057282,0.053094
4.244,0.029258,0.057056,0.054467,0.061781
4.2453,0.033213,0.053136,0.051867,0.055524
4.2465,0.033847,0.05804,0.053419,0.057438
4.2478,0.03451,0.060249,0.059331,0.059996
4.2491,0.027669,0.046493,0.054492,0.059362
4.2503,0.029033,0.05871,0.057036,0.064029
4.2516,0.030821,0.050992,0.055427,0.058032
4.2528,0.032534,0.056139,0.055022,0.061561
4.2541,0.031631,0.049862,0.058214,0.060946
4.2554,0.027465,0.047837,0.057422,0.059668
4.2566,0.034786,0.046081,0.059304,0.054993
